x_plot	y_plot	foldchange_type	external_gene_name	FDR	logFC
11.1275451280046	3.35496493726636	Up (2114)	TBX3	0.000441606098950643	11.1275451280046
11.7198298728847	3.35496493726636	Up (2114)	KIF1A	0.000441606098950643	11.7198298728847
10.1085581824739	3.35496493726636	Up (2114)	SFMBT2	0.000441606098950643	10.1085581824739
9.7658770670696	3.35496493726636	Up (2114)	EBF3	0.000441606098950643	9.7658770670696
10.5245253349453	3.35496493726636	Up (2114)	GATA4	0.000441606098950643	10.5245253349453
10.1278362946194	3.35496493726636	Up (2114)	LINGO1	0.000441606098950643	10.1278362946194
9.97515280995113	3.35496493726636	Up (2114)	ID4	0.000441606098950643	9.97515280995113
10.414004663393	3.35496493726636	Up (2114)	EPB41L3	0.000441606098950643	10.414004663393
7.62622223182232	3.35496493726636	Up (2114)	CXADR	0.000441606098950643	7.62622223182232
12.8847038993876	3.35496493726636	Up (2114)	DPYSL5	0.000441606098950643	12.8847038993876
9.63750625255813	3.35496493726636	Up (2114)	HOXD13	0.000441606098950643	9.63750625255813
7.98110420605515	3.35496493726636	Up (2114)	HEY1	0.000441606098950643	7.98110420605515
9.22616801618783	3.35496493726636	Up (2114)	BCL11A	0.000441606098950643	9.22616801618783
9.90432931393055	3.35496493726636	Up (2114)	AUTS2	0.000441606098950643	9.90432931393055
14.8294267840184	3.35496493726636	Up (2114)	IRS4	0.000441606098950643	14.8294267840184
8.42321629559361	3.35496493726636	Up (2114)	RGMA	0.000441606098950643	8.42321629559361
12.5106126801993	3.35496493726636	Up (2114)	TMEM132E	0.000441606098950643	12.5106126801993
10.77072066333	3.35496493726636	Up (2114)	MYO1D	0.000441606098950643	10.77072066333
8.46059642898556	3.35496493726636	Up (2114)	EPHA7	0.000441606098950643	8.46059642898556
9.42225664490793	3.35496493726636	Up (2114)	FZD8	0.000441606098950643	9.42225664490793
8.31065079721351	3.35496493726636	Up (2114)	IGFBP2	0.000441606098950643	8.31065079721351
11.6923762165229	3.35496493726636	Up (2114)	TBX1	0.000441606098950643	11.6923762165229
7.3395815490731	3.35496493726636	Up (2114)	PLXNA2	0.000441606098950643	7.3395815490731
7.95470479282798	3.35496493726636	Up (2114)	NR2F1	0.000441606098950643	7.95470479282798
6.9042254823815	3.35496493726636	Up (2114)	PAX6	0.000441606098950643	6.9042254823815
9.31297577512682	3.35496493726636	Up (2114)	CHDH	0.000441606098950643	9.31297577512682
15.002611195547	3.35496493726636	Up (2114)	KCTD15	0.000441606098950643	15.002611195547
6.74175722046663	3.35496493726636	Up (2114)	FLT4	0.000441606098950643	6.74175722046663
7.50037385387386	3.35496493726636	Up (2114)	SLC35F1	0.000441606098950643	7.50037385387386
8.65399767102806	3.35496493726636	Up (2114)	KIF26A	0.000441606098950643	8.65399767102806
7.7503673715732	3.35496493726636	Up (2114)	ALX4	0.000441606098950643	7.7503673715732
8.80484039322761	3.35496493726636	Up (2114)	HEY2	0.000441606098950643	8.80484039322761
15.0887367120758	3.35496493726636	Up (2114)	DMKN	0.000441606098950643	15.0887367120758
8.13977328268023	3.35496493726636	Up (2114)	MATK	0.000441606098950643	8.13977328268023
7.60106417443799	3.35496493726636	Up (2114)	BMP6	0.000441606098950643	7.60106417443799
10.1007948626406	3.35496493726636	Up (2114)	BMP7	0.000441606098950643	10.1007948626406
7.6353310816236	3.35496493726636	Up (2114)	ARL10	0.000441606098950643	7.6353310816236
8.85649160478865	3.35496493726636	Up (2114)	UNC5B	0.000441606098950643	8.85649160478865
8.20282606276306	3.35496493726636	Up (2114)	FAT3	0.000441606098950643	8.20282606276306
6.14871126335455	3.35496493726636	Up (2114)	CBX2	0.000441606098950643	6.14871126335455
14.5992589810608	3.35496493726636	Up (2114)	SMOC1	0.000441606098950643	14.5992589810608
6.91204689116963	3.35496493726636	Up (2114)	ADGRA2	0.000441606098950643	6.91204689116963
8.6483574652355	3.35496493726636	Up (2114)	PRKCB	0.000441606098950643	8.6483574652355
6.69611708723387	3.35496493726636	Up (2114)	NTN1	0.000441606098950643	6.69611708723387
9.03475068722004	3.35496493726636	Up (2114)	POU3F2	0.000441606098950643	9.03475068722004
14.5926017763002	3.35496493726636	Up (2114)	FOXF2	0.000441606098950643	14.5926017763002
7.91166611471663	3.35496493726636	Up (2114)	CCDC8	0.000441606098950643	7.91166611471663
7.78746644336555	3.35496493726636	Up (2114)	PCSK6	0.000441606098950643	7.78746644336555
8.51109462573681	3.35496493726636	Up (2114)	PCDH10	0.000441606098950643	8.51109462573681
9.7944645263385	3.35496493726636	Up (2114)	CDKN2B	0.000441606098950643	9.7944645263385
7.68083680642825	3.35496493726636	Up (2114)	ZIC2	0.000441606098950643	7.68083680642825
7.51188658487248	3.35496493726636	Up (2114)	SOBP	0.000441606098950643	7.51188658487248
9.34603187794362	3.35496493726636	Up (2114)	IGSF9B	0.000441606098950643	9.34603187794362
6.51095587935767	3.35496493726636	Up (2114)	RADX	0.000441606098950643	6.51095587935767
14.6228960142142	3.35496493726636	Up (2114)	CELF2	0.000441606098950643	14.6228960142142
7.58081574617555	3.35496493726636	Up (2114)	LRRC4B	0.000441606098950643	7.58081574617555
11.6076636010851	3.35496493726636	Up (2114)	CCND2	0.000441606098950643	11.6076636010851
11.2099838226894	3.35496493726636	Up (2114)	SORCS1	0.000441606098950643	11.2099838226894
14.9800705751897	3.35496493726636	Up (2114)	ZIC3	0.000441606098950643	14.9800705751897
8.06650044698559	3.35496493726636	Up (2114)	LPAR3	0.000441606098950643	8.06650044698559
8.6390703404522	3.35496493726636	Up (2114)	PHYHD1	0.000441606098950643	8.6390703404522
6.40345759802444	3.32952190862438	Up (2114)	COLEC12	0.000468250329200703	6.40345759802444
6.59025686887426	3.32952190862438	Up (2114)	NKX2-5	0.000468250329200703	6.59025686887426
11.3985852537529	3.32952190862438	Up (2114)	GPC4	0.000468250329200703	11.3985852537529
15.8342194742002	3.32952190862438	Up (2114)	CDKN2A	0.000468250329200703	15.8342194742002
6.39637081378715	3.32952190862438	Up (2114)	VASH1	0.000468250329200703	6.39637081378715
5.70751855514947	3.32952190862438	Up (2114)	CADM1	0.000468250329200703	5.70751855514947
11.1456676038779	3.32952190862438	Up (2114)	FOXF1	0.000468250329200703	11.1456676038779
11.0220913368977	3.32952190862438	Up (2114)	HS6ST2	0.000468250329200703	11.0220913368977
13.81913156377	3.32952190862438	Up (2114)	GPC3	0.000468250329200703	13.81913156377
7.09067824585422	3.32952190862438	Up (2114)	GALNT16	0.000468250329200703	7.09067824585422
14.7347944138536	3.32952190862438	Up (2114)	NCAM1	0.000468250329200703	14.7347944138536
9.25478100800151	3.32952190862438	Up (2114)	MSI1	0.000468250329200703	9.25478100800151
6.50792909437884	3.32952190862438	Up (2114)	DHRS2	0.000468250329200703	6.50792909437884
13.7557029995362	3.32952190862438	Up (2114)	CDX2	0.000468250329200703	13.7557029995362
7.5055790858849	3.32952190862438	Up (2114)	SYK	0.000468250329200703	7.5055790858849
7.7933955963906	3.32952190862438	Up (2114)	MNX1	0.000468250329200703	7.7933955963906
5.67575264729671	3.32952190862438	Up (2114)	DLX2	0.000468250329200703	5.67575264729671
13.7089729003788	3.32952190862438	Up (2114)	MSX2	0.000468250329200703	13.7089729003788
13.8199421285925	3.32952190862438	Up (2114)	PDPN	0.000468250329200703	13.8199421285925
8.47248703979345	3.32952190862438	Up (2114)	HRK	0.000468250329200703	8.47248703979345
7.53251678424129	3.32952190862438	Up (2114)	GIPC3	0.000468250329200703	7.53251678424129
10.1624464572561	3.32952190862438	Up (2114)	CNTNAP2	0.000468250329200703	10.1624464572561
7.56971237449886	3.32952190862438	Up (2114)	GAS1	0.000468250329200703	7.56971237449886
10.6664735563937	3.32657398537026	Up (2114)	SH3RF3	0.000471439551179554	10.6664735563937
4.95838239316392	3.31215777238953	Up (2114)	TET1	0.000487351410798694	4.95838239316392
5.32979026421748	3.30998792369521	Up (2114)	FGFR3	0.000489792438699988	5.32979026421748
13.5997184437653	3.30849625490559	Up (2114)	KIT	0.000491477618388385	13.5997184437653
6.15504399926659	3.30762475890288	Up (2114)	RADIL	0.00049246485363917	6.15504399926659
5.93278193620789	3.30762475890288	Up (2114)	TBX2	0.00049246485363917	5.93278193620789
10.5184660816915	3.30762475890288	Up (2114)	EFHD1	0.00049246485363917	10.5184660816915
7.23699949547947	3.30726886617998	Up (2114)	LEF1	0.000492868580826533	7.23699949547947
5.17212036464687	3.30726886617998	Up (2114)	E2F2	0.000492868580826533	5.17212036464687
6.85155876927567	3.30726886617998	Up (2114)	TP73	0.000492868580826533	6.85155876927567
8.27429055111157	3.29851997613417	Up (2114)	ADRA2C	0.000502898133639339	8.27429055111157
6.8768508178602	3.28774797499512	Up (2114)	MLXIPL	0.000515527723181818	6.8768508178602
6.14785310353421	3.25920211190581	Up (2114)	SDK2	0.000550551421233256	6.14785310353421
14.9443037880783	3.25920211190581	Up (2114)	EN2	0.000550551421233256	14.9443037880783
8.03189583865086	3.25920211190581	Up (2114)	IGDCC3	0.000550551421233256	8.03189583865086
8.81782534634269	3.25342222429816	Up (2114)	ZNF536	0.000557927509738796	8.81782534634269
5.44143170687008	3.23651880756581	Up (2114)	PPM1L	0.000580071051409815	5.44143170687008
13.188896912356	3.23025664974716	Up (2114)	HS3ST3A1	0.000588495776357268	13.188896912356
6.56926681182479	3.22692256091729	Up (2114)	LARGE2	0.000593031058566997	6.56926681182479
13.1636570322754	3.22692256091729	Up (2114)	PDZRN3	0.000593031058566997	13.1636570322754
13.1668599221015	3.21573270234553	Up (2114)	MAGEA6	0.000608509408737724	13.1668599221015
5.79866027290898	3.21573270234553	Up (2114)	BMP2	0.000608509408737724	5.79866027290898
13.156318910873	3.21573270234553	Up (2114)	CKMT1B	0.000608509408737724	13.156318910873
9.47378556488036	3.20706173430384	Up (2114)	NPTX1	0.00062078078490816	9.47378556488036
7.3908684791417	3.20706173430384	Up (2114)	BARX2	0.00062078078490816	7.3908684791417
11.3592624606227	3.20337644907813	Up (2114)	PRDM16	0.000626070947328479	11.3592624606227
10.1406409686478	3.20193853529146	Up (2114)	RGS16	0.000628147252772223	10.1406409686478
8.37229729231532	3.19780909981991	Up (2114)	MFAP2	0.000634148398750957	8.37229729231532
7.69691594250769	3.18668318355194	Up (2114)	SEMA6D	0.000650604130922024	7.69691594250769
8.09666876358111	3.18666290494116	Up (2114)	GRAMD1B	0.000650634510437589	8.09666876358111
4.6522403882021	3.18666290494116	Up (2114)	COL4A6	0.000650634510437589	4.6522403882021
9.94926137810749	3.17964262952687	Up (2114)	TMEM98	0.000661237340486492	9.94926137810749
7.84842154685013	3.17554498586095	Up (2114)	DACH1	0.000667505754618702	7.84842154685013
13.1860731999865	3.17069306629114	Up (2114)	SALL3	0.000675004912796248	13.1860731999865
7.75160319724082	3.16406762090295	Up (2114)	GATA2	0.000685381502268321	7.75160319724082
12.9151004544082	3.15562458418279	Up (2114)	HMX1	0.000698836235871448	12.9151004544082
7.62299852291729	3.15562458418279	Up (2114)	RHBDL3	0.000698836235871448	7.62299852291729
10.1914503955011	3.15523241878283	Up (2114)	MAGEA3	0.000699467565942741	10.1914503955011
4.74273623704026	3.15233590637203	Up (2114)	SIX1	0.000704148232725208	4.74273623704026
5.80275323649473	3.15008433919246	Up (2114)	IQGAP2	0.000707808315958742	5.80275323649473
6.0292671305161	3.15008433919246	Up (2114)	GPR27	0.000707808315958742	6.0292671305161
10.0322289635943	3.14379807861235	Up (2114)	EFNA2	0.00071812810098904	10.0322289635943
5.28854851303548	3.14300035695183	Up (2114)	NEFL	0.000719448386680217	5.28854851303548
7.27075441212091	3.1410349459016	Up (2114)	ZCCHC12	0.000722711647610507	7.27075441212091
5.20260687528319	3.1410349459016	Up (2114)	CNNM1	0.000722711647610507	5.20260687528319
7.44906921459299	3.1410349459016	Up (2114)	ONECUT3	0.000722711647610507	7.44906921459299
5.8322160441442	3.1410349459016	Up (2114)	EFR3B	0.000722711647610507	5.8322160441442
5.59895916356551	3.13839999128134	Up (2114)	ESRP2	0.000727109817756725	5.59895916356551
4.63868389964617	3.13191955933825	Up (2114)	SEMA6A	0.000738040918492715	4.63868389964617
8.19025391294223	3.13191955933825	Up (2114)	LMX1B	0.000738040918492715	8.19025391294223
