chr	start	end	value
chr1	1079343	1079843	-0.497683462778373
chr1	1079343	1079843	-0.497683462778373
chr1	1079343	1079843	-0.497683462778373
chr1	1079343	1079843	-0.497683462778373
chr1	1079343	1079843	-0.497683462778373
chr1	1079343	1079843	-0.497683462778373
chr1	1079343	1079843	-0.497683462778373
chr1	1079343	1079843	-0.497683462778373
chr1	109253337	109253837	-0.37307514555428
chr1	109253337	109253837	-0.37307514555428
chr1	109253337	109253837	-0.37307514555428
chr1	109927881	109928381	-0.38872601032951
chr1	109927881	109928381	-0.38872601032951
chr1	119631420	119631920	-0.352497864479712
chr1	119631420	119631920	-0.352497864479712
chr1	119631420	119631920	-0.352497864479712
chr1	119631420	119631920	-0.352497864479712
chr1	119631420	119631920	-0.352497864479712
chr1	12486403	12486903	-0.404300793897316
chr1	12486403	12486903	-0.404300793897316
chr1	12486403	12486903	-0.404300793897316
chr1	12597725	12598225	-0.471375799428623
chr1	154427593	154428093	-0.332256711749813
chr1	154427593	154428093	-0.332256711749813
chr1	154427593	154428093	-0.332256711749813
chr1	154427593	154428093	-0.332256711749813
chr1	154427593	154428093	-0.332256711749813
chr1	155886015	155886515	-0.324371873321519
chr1	155886015	155886515	-0.324371873321519
chr1	155886015	155886515	-0.324371873321519
chr1	155886015	155886515	-0.324371873321519
chr1	156076693	156077193	-0.316826488569713
chr1	156076693	156077193	-0.316826488569713
chr1	156076693	156077193	-0.316826488569713
chr1	156076693	156077193	-0.316826488569713
chr1	156076693	156077193	-0.316826488569713
chr1	156076693	156077193	-0.316826488569713
chr1	156106232	156106732	-0.376855407549181
chr1	156106232	156106732	-0.376855407549181
chr1	156106232	156106732	-0.376855407549181
chr1	156106232	156106732	-0.376855407549181
chr1	15800197	15800697	-0.347000555401795
chr1	15800197	15800697	-0.347000555401795
chr1	15800197	15800697	-0.347000555401795
chr1	15800197	15800697	-0.347000555401795
chr1	15800197	15800697	-0.347000555401795
chr1	15800197	15800697	-0.347000555401795
chr1	15800197	15800697	-0.347000555401795
chr1	15834758	15835258	-0.464302369020114
chr1	15834758	15835258	-0.464302369020114
chr1	15834758	15835258	-0.464302369020114
chr1	15834758	15835258	-0.464302369020114
chr1	15834758	15835258	-0.464302369020114
chr1	15834758	15835258	-0.464302369020114
chr1	15834758	15835258	-0.464302369020114
chr1	16217229	16217729	-0.303138715869615
chr1	16217229	16217729	-0.303138715869615
chr1	16217229	16217729	-0.303138715869615
chr1	16913726	16914226	-0.308676924085233
chr1	16913726	16914226	-0.308676924085233
chr1	16913726	16914226	-0.308676924085233
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	1908982	1909482	-0.400658652722466
chr1	19734551	19735051	-0.6019050547565
chr1	19734551	19735051	-0.6019050547565
chr1	19734551	19735051	-0.6019050547565
chr1	19734551	19735051	-0.6019050547565
chr1	19734551	19735051	-0.6019050547565
chr1	19734551	19735051	-0.6019050547565
chr1	19734551	19735051	-0.6019050547565
chr1	20476330	20476830	-0.385792071937931
chr1	20476330	20476830	-0.385792071937931
chr1	20476330	20476830	-0.385792071937931
chr1	206659289	206659789	-0.328758438002553
chr1	21537335	21537835	-0.814897545145085
chr1	21537335	21537835	-0.814897545145085
chr1	21537335	21537835	-0.814897545145085
chr1	21537335	21537835	-0.814897545145085
chr1	21537335	21537835	-0.814897545145085
chr1	21537335	21537835	-0.814897545145085
chr1	2205032	2205532	-0.390065146351369
chr1	2205032	2205532	-0.390065146351369
chr1	2205032	2205532	-0.390065146351369
chr1	2205032	2205532	-0.390065146351369
chr1	2205032	2205532	-0.390065146351369
chr1	2205032	2205532	-0.390065146351369
chr1	2205032	2205532	-0.390065146351369
chr1	2214779	2215279	-1.39495705230517
chr1	2214779	2215279	-1.39495705230517
chr1	2214779	2215279	-1.39495705230517
chr1	2214779	2215279	-1.39495705230517
chr1	2214779	2215279	-1.39495705230517
chr1	228059387	228059887	-0.552361107482955
chr1	228059387	228059887	-0.552361107482955
chr1	234721564	234722064	-0.556784239022432
chr1	234721564	234722064	-0.556784239022432
